track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Lyrics
5Iy2Jj87Ha0C0IBlNE1I4y,The Days,Avicii,67,0h2knr6qpiAq0tV5ri5JMF,The Days / Nights,2014-01-01,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.59,0.724,0,-3.278,1,0.0439,0.04,0.0000407,0.142,0.526,127.059,278480,"Under the tree where the grass don't grow
We made a promise to never get old
You had a chance, and you took it on me
And I made a promise that I couldn't keep
Heartache, heartbreak, all over town
But something flipped like a switch when you came around
And I'm in pieces, pick me up, and put me together, oh
These are the days we've been waiting for
On days like these, who could ask for more?
Keep them coming 'cause we're not done yet
These are the days we won't regret
These are the days we won't forget
These are the days we've been waiting for
Rattle the cage, and slam that door
And the world is calling us, but not just yet
These are the days we won't regret
These are the days we won't forget
Out on the midnight, the wild ones howl
The last of the lost boys have thrown in the towel
We used to believe we were stars aligned
You made a wish, and I fell out of-
Time flew, cut through, all over town
You make me bleed when I look up, and you're not around
But I'm in pieces, pick me up, and put me together, oh
These are the days we've been waiting for
On days like these, who could ask for more
Keep them coming 'cause we're not done yet
These are the days we won't regret
These are the days we won't forget
These are the days we've been waiting for
Neither of us knows what's in store
You just roll your window down, and place your bets
These are the days we won't regret
These are the days we'll never forget
And these are the days (These are the days)
And these are the days, eh (These are the days)"
1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,77,0dzeoQhVNzKkwM5ieOJC54,My Way,2016-09-16,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.819,0.913,4,-3.059,0,0.0427,0.0935,0.0000372,0.161,0.536,119.989,219160,"Why wait to say
At least I did it my way
Lie awake, two faced
But in my heart I understand
I made my move
And it was all about you
Now I feel so far removed
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
My way, oh way, oh way, oh way
My way, oh way, oh way, oh way
My way, oh way, oh way, oh way
My way, oh way, oh way, oh way
My way
My way
My way
Why wait to say
At least I did it my way
Lie awake, two faced
But in my heart I understand
I made my move
And it was all about you
Now I feel so far removed
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
My way, oh way, oh way, oh way
My way, oh way, oh way, oh way
My way, oh way, oh way, oh way
My way, oh way, oh way, oh way
My way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
You were the one thing in my way
My way, oh way, oh way, oh way
My way, oh way, oh way, oh way
My way, oh way, oh way, oh way
My way, oh way, oh way, oh way
My way
My way, oh way, oh way, oh way
My way, oh way, oh way, oh way
My way, oh way, oh way, oh way
My way, oh way, oh way, oh way"
11Fo4dAH31K7UZHGqCkCmE,I Love You,Axwell /\ Ingrosso,7,7dD0CWyYodWcV0fjglqDgG,I Love You,2017-02-10,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.654,0.859,0,-4.321,1,0.166,0.336,0,0.0947,0.704,114.87,191000,"I love you
Even though I don't like you right now
I want you
Even though you keep breaking me down
We got
Really high highs
Really low lows
But I still love you
Even though I don't like you right now
I was tryna save us
But you got me looking like the villain
I had a couple mixed drinks
Now I got a couple mixed feelings
I love it, I love it
You know just how to fit in that dress
Then, I don't like it, I don't like it
Wish they had a button for your Instagram pic
We argue about this and that when
You say you need a different address
Break up to make up
Hit the mattress
Wake up and you don't remember half of
The whole lotta games that we played
I ain't afraid to say when I'm wrong
And you ain't afraid to dance how you want
When your favorite song is on, ah
I love you
Even though I don't like you right now
I want you
Even though you keep breaking me down
We got
Really high highs
Really low lows
But I still love you
Even though I don't like you right now
I love you (I love you, I love you)
I want you (I want you, I want you)
I love you (I love you, I love you)
I want you
Even though I don't like you right now
You ain't gotta say nothin', you ain't gotta say nothin'
Already know why you trippin'
And I had nothin' to do with them bitches
So you ain't gotta say nothin'
Six inch heel when she bust in
Should've seen my face when she rushed in
Throwin' purses, make-up and brushes
I can't keep it aside
Loving with caution, rushing
No I can't see you tonight
But 2AM I might be calling, calling
'Cause I love you
Even though I don't like you right now
I want you
Even though you keep breaking me down
We got
Really high highs
Really low lows
But I still love you
Even though I don't like you right now
I don't like you no
I, I, I don't like you no, I
I love you
I want you
I don't like you
I love you
I want you
I love you
Even though I don't like you right now
I want you
Even though you keep breaking me down
We got
Really high highs
Really low lows
But I still love you
Even though I don't like you right now"
4keoy2fqgwGnbWlm3ZVZFa,Happy Now,Zedd,80,0JcW7yCW3Qj8uMfzO2lUDb,Happy Now,2018-07-18,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.503,0.741,4,-5.128,1,0.047,0.579,0.00000149,0.0712,0.458,88.335,207030,-
0kHyKhJMukHEPfeh8s7rdM,Born To Be Yours,Kygo,75,31J0UqxAkl9utyC0L59Mae,Born To Be Yours,2018-06-15,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.688,0.688,3,-5.84,1,0.0357,0.3,0,0.0982,0.451,114.011,193321,"I know I've given up
A hundred times before
But I know a miracle
Is not something to ignore
You take me for a fool
You take me for a fool
I never knew anybody 'til I knew you, ooh
I never knew anybody 'til I knew you, ooh
And I know when it rains, oh, it pours
And I know I was born to be yours
I never knew anybody 'til I knew you, ooh
I never knew anybody 'til I knew you, ooh
And I know when it rains, oh, it pours
And I know I was born to be yours
Are you the only one
Lost in the millions?
Or are you my grain of sand
That's blowing in the wind?
I never knew anybody 'til I knew you, ooh
I never knew anybody 'til I knew you, ooh
And I know when it rains, oh, it pours
And I know I was born to be yours
I never knew anybody 'til I knew you, ooh
I never knew anybody 'til I knew you, ooh
And I know when it rains, oh, it pours
And I know I was born to be yours
I was born to be yours
I was born, born, born, born
I was born to be yours
I was born, born, born
I was born to be yours
I was born, born, born, born
I was born to be yours (I was born)
Oh, whoa
Oh, whoa
Hey, born to be yours
I was born, born, born, born
I was born to be yours
I was born, born, born
Hey, born to be yours
I was born, born, born, born (oh, whoa)
I was born to be yours (I was born)"
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,80,20lOt6G8MHv8ZO7ViOmiP7,Native,2013-01-01,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,257267,"[Intro]
Lately, I've been, I've been losin' sleep
Dreamin' about the things that we could be
But baby, I've been, I've been prayin' hard
Said, ""No more countin' dollars, we'll be countin' stars
Yeah, we'll be countin' stars""

[Verse 1]
I see this life, like a swinging vine
Swing my heart across the line
And in my face is flashing signs
Seek it out and ye shall find

[Refrain]
Old, but I'm not that old
Young, but I'm not that bold
And I don't think the world is sold
On just doing what we're told

[Pre-Chorus]
I feel something so right doin' the wrong thing
I feel something so wrong doin' the right thing
I couldn't lie, couldn't lie, couldn't lie
Everything that kills me makes me feel alive

[Chorus]
Lately, I've been, I've been losin' sleep
Dreamin' about the things that we could be
But baby, I've been, I've been prayin' hard
Said, ""No more countin' dollars, we'll be countin' stars""
Lately, I've been, I've been losin' sleep
Dreamin' about the things that we could be
But baby, I've been, I've been prayin' hard
Said, ""No more countin' dollars, we'll be, we'll be countin' stars"", yeah
See OneRepublic Live
Get tickets as low as $124

You might also like
But Daddy I Love Him
Taylor Swift
So Long, London
Taylor Swift
​meet the grahams
Kendrick Lamar

[Verse 2]
I feel your love and I feel it burn
Down this river, every turn
Hope is our four-letter word
Make that money, watch it burn

[Refrain]
Old, but I'm not that old
Young, but I'm not that bold
And I don't think the world is sold
I'm just doing what we're told

[Pre-Chorus]
I feel something so wrong doin' the right thing
I couldn't lie, couldn't lie, couldn't lie
Everything that drowns me makes me wanna fly

[Chorus]
Lately, I've been, I've been losin' sleep
Dreamin' about the things that we could be
But baby, I've been, I've been prayin' hard
Said, ""No more countin' dollars, we'll be countin' stars""
Lately, I've been, I've been losin' sleep
Dreamin' about the things that we could be
But baby, I've been, I've been prayin' hard
Said, ""No more countin' dollars, we'll be, we'll be countin' stars""

[Bridge]
Oh, take that money, watch it burn
Sink in the river, the lessons I've learned
Take that money, watch it burn
Sink in the river, the lessons I've learned
Take that money, watch it burn
Sink in the river, the lessons I've learned
Take that money, watch it burn
Sink in the river, the lessons I've learned

[Pre-Chorus]
Everything that kills me makes me feel alive

[Chorus]
Lately, I've been, I've been losin' sleep
Dreamin' about the things that we could be
But baby, I've been, I've been prayin' hard
Said, ""No more countin' dollars, we'll be countin' stars""
Lately, I've been, I've been losin' sleep
Dreamin' about the things that we could be
But baby, I've been, I've been prayin' hard
Said, ""No more countin' dollars, we'll be, we'll be countin' stars""

[Outro]
Take that money, watch it burn
Sink in the river, the lessons I've learned
Take that money, watch it burn
Sink in the river, the lessons I've learned
Take that money, watch it burn
Sink in the river, the lessons I've learned
Take that money, watch it burn
Sink in the river, the lessons I've learned"
36Z5wae28KlrJ4wL3KuGOe,Recognise,Lost Frequencies,36,01IaGgpoFhPrIKPE3fAbps,Recognise,2019-03-08,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.717,0.741,10,-6.645,0,0.053,0.155,0,0.133,0.188,105.997,186062,"Ooh, ooh, ooh
Ooh, ooh, ooh
Something that you don't know
Feel it creeping on me in the night
Weight of it, I can't hold
Pushing me to swim against the
Open tide, open tide
Oh, I fight, oh, I fight
It's not me, yeah
I don't even recognise my heartbeat, yeah
Feel like I'm losing time
Here we go, here we go again
On the ropes, on the ropes
It's not me, yeah
I don't even recognise (ay)
Ooh, ooh, ooh (Ayy)
Ooh, ooh, ooh
I don't even recognise
Always fought my battles
But now you make it hard for me to find
A way out of this storm (woah)
Follows me above my head and
Oh, it rains, oh, it rains (yeah, yeah)
Darker days, darker days (oh)
It's not me, yeah
I don't even recognise my heartbeat, yeah
Feel like I'm losing time
Here we go, here we go again (ayy)
On the ropes, on the ropes
It's not me, yeah
I don't even recognise (ayy)
I don't even recognise (ayy)
Ooh, ooh, ooh (ayy)
Ooh, ooh, ooh
Oh, getting me down, getting me down, oh
So tell me something that I don't know
Let's break the chain and learn to let go
I need you to show me, I need you to
Please tell me something that I don't know
It's not me, yeah
I don't even recognise my heartbeat, yeah
Feel like I'm losing time
Here we go, here we go again (yeah)
On the ropes, on the ropes
It's not me, yeah
I don't even recognise (ayy)
Ooh, ooh, ooh (oh)
Ooh, ooh, ooh
Feel like I'm losing time (yeah)
Here we go, here we go again
On the ropes, on the ropes
It's not me, yeah (hey)
I don't even recognise
Time-ime
Time-ime"
2AVredtzre1KADDXWoGd4I,Like I Love You,Lost Frequencies,48,7htfr0EH8B4ZPSbkIErTVH,Like I Love You,2018-09-14,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.862,0.583,1,-7.181,1,0.0829,0.133,0.0000305,0.477,0.777,117.927,190673,"Oh it's a long way down
But if you don't look, you don't have to know it
And I could be around
To catch your fall if you're losing your grip
Can't you see that I'd come crawling on my knees
To get to you, get to you, get to you
Can't you see that I'd climb mountains just to be
Next to you, next to you, next to you
But do you love like I love you?
Don't have to rush if you don't want to
Oh I'll be patient
But just know that there's no way
That anybody else could love you
Like I love you
Like I love you
Love you
Like I love you
Love you
Know you've been hurt before ('fore, 'fore, 'fore, 'fore)
But a little love is enough to save ya
Yeah, we could take our time for sure
'Cause something real is worth for waiting
Can't you see that I'd come crawling on my knees
To get to you, get to you, get to you
Can't you see I'd swim the ocean just to be
Next to you, next to you, next to you
But do you love like I love you?
Don't have to rush if you don't want to
Oh I'll be patient
But just know that there's no way
That anybody else could love you
Like I love you
Like I love you
Love you
Like I love you
Love you
I know you wanted me but
She won't surrender your heart
Keeping me out in the dark, keeping me out in the dark
I know you wanted me but
She won't surrender your heart
Keeping me out in the dark, keeping me out in the dark
In the dark
Do you love like I love you?
Don't have to rush if you don't want to
Oh I'll be patient
But just know that there's no way
That anybody else could love you
Like I love you
Like I love you
(Nobody else could love you)
Love you (like I love you)
(Nobody else could love you)
Like I love you
(Nobody else could love you like I love you)
Love you
Like I love you
Like I love you"
5hw9RzFpyZqkW7ADN2NKeO,Don't Give Up On Me,Armin van Buuren,49,17zVhrzfIc7Fb5FspAahe0,Don't Give Up On Me,2019-03-29,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.717,0.702,0,-5.78,0,0.142,0.0467,0,0.268,0.63,117.957,185212,"Wish I could tell you that the rumors weren't true
Wish I had learned how to lie (Wish I had learned how to lie)
I made mistakes and they will only hurt you
I cut our hearts on the line
Lying is for politicians
You deserve the recognition
I was wrong we both know that's the truth
I can't uncry the tears you tasted
Give back all the time I wasted
But if I could ask one thing from you
Don't, don't give up on me
'Til we reach the glory
Don't, don't give up on me, yeah
Don't, don't give up on me
You're still my one and only
Don't, don't give up on me, yeah
Don't give up on me
Don't give up on
Don't give up on me
Don't give up on me, yeah
Don't give up on me
Don't give up on
Don't give up on me, yeah
I took for granted, we were racing along
I was asleep in the war
Now I know my mom was right when she told me
""Son, every day you wake up a little more""
Lying is for politicians
You deserve the recognition
I was wrong we both know that's the truth
I can't uncry the tears you tasted
Give back all the time I wasted
But if I could ask one thing from you
Don't, don't give up on me
'Til we reach the glory
Don't, don't give up on me, yeah
Don't, don't give up on me
You're still my one and only
Don't, don't give up on me, yeah
Don't give up on me
Don't give up on
Don't give up on me
Don't give up on me, yeah
Don't give up on me
Don't give up on
Don't give up on me, yeah
We've come too far to just give in
(Don't give up on me)
As long as our love is still breathin'
(Don't give up on me)
All I'm asking of you is
Don't give up on me
(Don't give up on me)
Don't give up on me
'Til we reach the glory
Don't give up on me, yeah
Don't give up on me
You're still my one and only
Don't give up on me, yeah
Don't give up on me now, yeah
Don't give up on me now
Don't give up on me now, yeah eh
Don't give up on me, yeah"
5ypiGNhYY1GUoVB1kVZmc8,Bromance - Avicii Remix,Tim Berg,7,0Aw2fh7MQbvnTiTJjnvHcE,10 Years Armada,2013-11-22,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.624,0.903,1,-4.54,0,0.0362,0.0325,0.753,0.0908,0.312,126.047,150160,"TIM BERG
I've been watching you, you've been hurting too
You give all your love, nothing left to show
I have been there too, alone in my despair
Watching life go by, no one whom to share
Boy you got it bad, but I got something good
I will treat you good in every way, yeah
You will never feel alone, my touch is such a rush
It oh-oh-overflows

I will give to you the love you seek and more
So what are you waiting for?
I will give to you the love you seek and more

I will give to you the love you seek and more
You're what I'm waiting for
I will give to you the love you seek and more
You're all I really need
I will give to you the love you seek and more
So what are you waiting for?
I will give to you the love you seek and more

Baby here we are, standing face to face
Just the two of us, locked in your embrace
Now I got it bad but you got something good
Won't you treat me good in every way, yeah
Are you ready ? I can feel your passion and your love
It oh-oh-overflows

You might also like
Wake Me Up
Avicii
Fortnight
Taylor Swift
So Long, London
Taylor Swift

I will give to you the love you seek and more
So what are you waiting for?
I will give to you the love you seek and more

I got the love, you seek, I got the love, you seek
I got the love, you seek, I got the love

I will give to you the love you seek and more
So what are you waiting for?
I will give to you the love you seek and more
(The love you seek, baby, its in me)
I will give to you the love you seek and more
(You always want baby)
I will give to you the love you seek and more"
5GjnIpUlLGEIYk052ISOw9,This Is What It Feels Like,Armin van Buuren,65,5ZsK5SUsZilbAJ4B0vRVxF,Intense,2013-05-03,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.552,0.831,8,-5.217,1,0.0298,0.0391,0.00000293,0.0632,0.144,129.889,204360,"Nobody here knocking at my door
The sound of silence I can't take anymore
Nobody ringing my telephone now
Oh how I miss such a beautiful sound
And I don't even know how I survive
I won't make it to the show without your light
No I don't even know if I'm alive
Oh, oh, oh without you now
This is what it feels like
Nothing to hold but the memories and frames
Oh they remind me of the battle I face
Without your love, without you I drown
Somebody save me I'm going down
And I don't even know how I survive
I won't make it to the show without your light
No I don't even know if I'm alive
Oh, oh, oh without you now
This is what it feels like
And I don't even know how I survive
I won't make it down the road with one headlight
No I don't even know if I'm alive
Oh, oh, oh without you now
This is what it feels like"
1YDJ2f1JuKzYWZpRYiBYHu,If I Lose Myself - Alesso vs OneRepublic,OneRepublic,44,4fWOVzenXaEAEpEb8mMR2U,If I Lose Myself (Alesso vs OneRepublic),2013-01-01,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.518,0.783,2,-4.88,1,0.0406,0.215,0.00000953,0.14,0.152,125.985,214067,"I stared up at the sun,
Thought of all of the people, places and things I’ve loved.
I stared up just to see
With all of the faces, you were the one next to me.

You can feel the light start to tremble,
Washing what you know out to sea.
You can see your life out of the window tonight.

If I lose myself tonight,
It’ll be by your side.
I lose myself tonight...
(oh) yeah, yeah, yeah.

If I lose myself tonight,
It’ll be you and I.
Lose myself tonight...

[Instrumental break]

I woke up with the sun,
Thought of all of the people, places and things I’ve loved.
I woke up just to see
With all of the faces, you were the one next to me.

You can feel the light start to tremble,
Washing what you know out to sea.
You can see your life out of the window tonight.

If I lose myself tonight,
It’ll be by your side.
I lose myself tonight...
(oh) yeah, yeah, yeah.

If I lose myself tonight,
It’ll be you and I.
Lose myself tonight...
Whoooooooooo

[Instrumental] (Whoooooooooo)

Take us down and we keep trying,
Forty thousand feet, keep flying.
Take us down and we keep trying,
Forty thousand feet, keep flying.
Take us down and we keep trying,
Forty thousand feet, keep flying.
Take us down and we keep trying,
Forty thousand feet, keep flying.

(Lose myself)
If I lose myself tonight...

Whoooooooooo
Whoooooo, whoooo,
Whooooooo

Whoooooooooo
Whoooooo, whoooo,
Whooooooo"
6F1kPSgdnlSzZRfskE9vaV,Lions in the Wild,Martin Garrix,2,39GUANQpkDHusLAAJPPS7z,Lions in the Wild,2016-05-27,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.504,0.847,7,-6.81,0,0.0442,0.00434,0,0.816,0.28,127.854,211890,"Looking out for a new horizon
Reaching out, I can almost see the place
Holding on with a heart that's frozen
In the dark, but I am not afraid
No, I am not afraid
We'll be free, but I don't know where we're going
You and me, this is our life, and we own it
Like lions in the wild
Like lions in the wild
Like lions in the wild
Looking out at the open skyline
Reaching out, I can almost touch the place
Where the lost ones find their freedom
In the dark, but I am not afraid
No, I am not afraid
We'll be free, but I don't know where we're going
You and me, this is our life, and we own it
Like lions in the wild
Like lions in the wild
Like lions in the wild
Like lions in the wild
Like lions in the wild"
07nH4ifBxUB4lZcsf44Brn,Blame,Calvin Harris,75,48zisMeiXniWLzOQghbPqS,Motion,2014-10-31,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.413,0.856,0,-4.078,0,0.0808,0.0289,0.00571,0.343,0.35,128.017,212960,"Can't be sleeping, keep on wakin'
Without the woman next to me
Guilt is burning, inside, I'm hurting
This ain't a feeling I can't keep
So blame it on the night
Don't blame it on me, don't blame it on me
Blame it on the night
Don't blame it on me, don't blame it on me
Blame it on the night
Don't blame it on me, don't blame it on me
So blame it on the night
Don't blame it on me, don't blame it on me
Don't blame it on me
Can't you see it? I was manipulated
I had to let her through the door
Oh, I had no choice in this, I was the friend she missed
She needed me to talk
So blame it on the night
Don't blame it on me, don't blame it on me
Blame it on the night
Don't blame it on me, don't blame it on me
Blame it on the night
Don't blame it on me, don't blame it on me
So blame it on the night
Don't blame it on me, don't blame it on me
Don't blame it on me
Oh, I'm so sorry, so sorry, baby, yeah
(Oh, I promise I'll be better this time, I will be better this time)
Ooh, I got to say
(Oh, I promise I'll be better this time, I will be better this time)
I'm sorry, oh, I promise
(Oh, I promise I'll be better this time, I will be better this time)
Don't blame it on me
Don't blame it on me, yeah, yeah, yeah"
2i2zYdN4KCkTCDscdMYr87,Lovers on the Sun (feat. Sam Martin),David Guetta,47,3UEEPh5wsdhP7SKC31yvhu,Listen (Deluxe),2014-11-24,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.645,0.891,6,-2.505,0,0.0387,0.0932,0.00000388,0.379,0.568,124.915,203520,"Let's light it up, let's light it up
Until our hearts catch fire
Then show the world a burning light
That never shined so bright
We'll find a way; we'll find a way
To keep the cold night
From breaking in over the walls
Onto the wild side
The hunger's satisfied
We're burning up
We might as well be lovers on the sun
We might as well be lovers on the sun
We might as well be lovers on the sun
We'll never know, we'll never know
What stands behind the door
But I got a feeling
And it's a feeling that it's worth dying for
Just close your eyes and hold your breath
Because it feels right
We'll keep it moving 'til we make it to the other side
And let's enjoy the ride
We're burning up
We might as well be lovers on the sun
We might as well be lovers on the sun
We might as well be lovers on the sun
Let's light it up, let's light it up
Until our hearts catch fire
Then show the world a burning light
That never shined so bright"
2BVVmJQZv4fOPWavI9mkIj,Broken Arrows,Avicii,10,5ttIIMPWCp2bvwsdAPcEXC,Stories,2015-10-02,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.634,0.674,7,-7.145,1,0.0465,0.0487,0.00116,0.102,0.298,115.995,232760,"You stripped your love down to the wire
Fire shy and cold alone outside
You stripped it right down to the wire
But I see you behind those tired eyes
Now as you wade through shadows that live in your heart
You'll find the light that leads home
Cause I see you for you and your beautiful scars
So take my hand, don't let go
Cause it's not too late, it's not too late
I, I see the hope in your heart
And sometimes you lose and sometimes you're shooting
Broken arrows in the dark
But I, I see the hope in your heart
I've seen the darkness in the light
The kind of blue that leaves you lost and blind
The only thing that's black and white
Is that you don't have to walk alone this time
We have to tear down walls that live in your heart
To find someone you call home
Now you see me for me and my beautiful scars
So take my hand, don't let go
Cause it's not too late, it's not too late
I, I see the hope in your heart
And sometimes you lose and sometimes you're shooting
Broken arrows in the dark
But I, I see the hope in your heart
It's not too late, it's not too late
I see the hope in your heart
Sometimes you're losing, sometimes shooting
Broken arrows in the dark
Hohoo"
5L2l7mI8J1USMzhsmdjat9,Red Lights,Tiësto,69,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,2014-06-13,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.654,0.83,10,-4.801,1,0.0366,0.000629,0.00000113,0.121,0.548,124.989,262200,"Blacked out,
Everything's faded on your love,
I'm already wasted, so close
That I can taste it now, now
So let's break right out of these guilty cages
We're going to make it now
Don't ever turn around
Don't ever turn around
Nobody else needs to know
Where we might go
We could just run them red lights
We could just run them red lights
There ain't no reason to stay
We'll be light years away
We could just run them red lights
We could just run them red lights
We could just run them red lights
White lights, flirt in the darkness
This road leads where your heart is
These signs, something we can't ignore no
We can't back down
We'll never let them change us
We're going to make it now
What are we waiting for
What are we waiting for
Nobody else needs to know
Where we might go
We could just run them red lights
We could just run them red lights
There ain't no reason to stay
We'll be light years away
We could just run them red lights
We could just run them red lights
We could just run them red lights
We could just run them red lights
We could just run them red lights
We could just run them red lights
We could just run them red lights"
24tVqMiAtv8jmpNPhBEsDY,Now That I've Found You,Martin Garrix,57,38DkYeBW88ThKrbi21eRLB,Now That I've Found You,2016-03-11,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.495,0.831,5,-5.812,0,0.0319,0.021,0.0000479,0.495,0.414,128.064,192632,"Flashback to the time in your life
When you thought it would be easy
But it's hard when you take on the world alone
The one shot that you fire at the sky
Hoping someone else can see it
Just a sign that you're not out there on your own
We come one tonight
I've been waiting for your wake up call
Growing stronger now
I can hear it in a thunderstorm
We sing, oh oh oh oh oh
I don't want to do this without you
Oh oh oh oh oh
I won't let go now that I've found you
Now that I've found you (found you, found you, found you)
Oh oh oh oh oh
I won't let go now that I've found you
Oh oh oh oh oh
I won't let go now that I've found you
Now that I've found you
Some say you can never go back
To the city built for dreamers
But I know we can find it on our own
The one shot that we fire at the sky
But this time we are together
We're right here in this moment where we belong
We come one tonight
I've been waiting for your wake up call
Growing stronger now
I can hear it in a thunderstorm
We sing, oh oh oh oh oh
I don't want to do this without you
Oh oh oh oh oh
I won't let go now that I've found you
Now that I've found you (found you, found you, found you)
Now that I've found you (found you, found you, found you)
Oh oh oh oh oh
I won't let go now that I've found you
Now that I've found you"
1sh6lL6cmlcwhqZKGiKBua,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,66,0sOrbRnJcNod63r49kmGVb,I Could Be The One [Avicii vs Nicky Romero],2012-01-01,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.509,0.79,6,-3.782,0,0.0374,0.332,0.0000667,0.316,0.638,127.946,208316,"[Verse 1]
Do you think about me when you're all alone?
The things we used to do, we used to be
I could be the one to make you feel that way
I could be the one to set you free
Do you think about me when the crowd is gone?
It used to be so easy, you and me
I could be the one to make you feel that way
I could be the one to set you free

[Refrain]
I could be the one to make you feel that way
I could be the one to set you free
I could be the one to make you feel that way
I could be the one to set you free

[Verse 2]
When you need a way to beat the pressure down
When you need to find a way to breathe
I could be the one to make you feel that way
I could be the one to set you free
If you wanna see me when the crowd is gone
It used to be so easy, can't you see?
I could be the one to make you feel that way
I could be the one to set you free

You might also like
I Can Do It With A Broken Heart
Taylor Swift
I Hate It Here
Taylor Swift
Fresh Out The Slammer
Taylor Swift

[Refrain]
I could be the one to make you feel that way
I could be the one to set you free
I could be the one to make you feel that way
I could be the one to set you free

[Refrain]
I could be the one to make you feel that way
I could be the one to set you free
I could be the one to make you feel that way
I could be the one to set you free"
3P7qStX3ECFOLfjrXuLzbc,Something New,Axwell /\ Ingrosso,4,3lhqigNRLd5xdnFDF6gJg3,Something New,2015-01-20,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.568,0.86,11,-3.846,1,0.0342,0.0189,0.000484,0.119,0.394,129.924,247160,"I see the dawn of a new beginning
This time, this time time we can't go home
I hear the streets of tomorrow calling
I go, I go where you go
Cause we belong to something
We belong to something new
In the mist of the midnight hour
You said to me
We are, we are of a different kind
Oh like we've been kissed by a higher power
Saying, don't wait, don't wait until it's gone
Cause we belong to something
We belong to something
We belong to something new
We belong to something new
We are the ones that will be remembered
Singing, this time, this time we can't go home
Oh, like we've been kissed by a higher power
Saying, don't wait, don't wait until it's gone
I tell you if you need to know
Here is where my heart belongs
Silver threads among the gold
Kisses over Babylon
This is more than a heart can bare
Mercy on me
We belong to something
We belong to something
We belong to something new
We belong to something new
We belong to something
We belong to something
We belong to something new"
